Filename,Avg_pLDDT,Rating
I3DTP3.pdb,0.98,Excellent (极好)
A0A0K2E5X6.pdb,0.98,Excellent (极好)
P80092.pdb,0.98,Excellent (极好)
Q3IG38.pdb,0.98,Excellent (极好)
Q6QHI7.pdb,0.98,Excellent (极好)
A0A2X2Y2S3.pdb,0.98,Excellent (极好)
A0A2Z4MEX9.pdb,0.98,Excellent (极好)
N0DT23.pdb,0.98,Excellent (极好)
C4LTT0.pdb,0.98,Excellent (极好)
Q7NAQ4.pdb,0.98,Excellent (极好)
C5AQP6.pdb,0.98,Excellent (极好)
A4IP64.pdb,0.98,Excellent (极好)
B6RB00.pdb,0.98,Excellent (极好)
Q97YM2.pdb,0.98,Excellent (极好)
P9WNW9.pdb,0.98,Excellent (极好)
Q84F26.pdb,0.98,Excellent (极好)
Q0TPD4.pdb,0.98,Excellent (极好)
C4M2I2.pdb,0.98,Excellent (极好)
P54495.pdb,0.98,Excellent (极好)
P44430.pdb,0.98,Excellent (极好)
C7FDI4.pdb,0.98,Excellent (极好)
Q16MV7.pdb,0.98,Excellent (极好)
Q6L2R8.pdb,0.98,Excellent (极好)
Q54HH2.pdb,0.98,Excellent (极好)
Q9RBF6.pdb,0.98,Excellent (极好)
A5N930.pdb,0.98,Excellent (极好)
A0A5Q8BPF5.pdb,0.98,Excellent (极好)
P13956.pdb,0.98,Excellent (极好)
Q2PGG3.pdb,0.98,Excellent (极好)
A7EQQ8.pdb,0.98,Excellent (极好)
P48499.pdb,0.98,Excellent (极好)
Q8EQR8.pdb,0.98,Excellent (极好)
A5IL00.pdb,0.98,Excellent (极好)
Q9RZM4.pdb,0.98,Excellent (极好)
Q88AH6.pdb,0.98,Excellent (极好)
H9B8T5.pdb,0.98,Excellent (极好)
P42963.pdb,0.98,Excellent (极好)
P24186.pdb,0.98,Excellent (极好)
G2IKV5.pdb,0.98,Excellent (极好)
C7NMH3.pdb,0.98,Excellent (极好)
P54471.pdb,0.98,Excellent (极好)
A5U5Q2.pdb,0.98,Excellent (极好)
P52270.pdb,0.98,Excellent (极好)
P50455.pdb,0.97,Excellent (极好)
A0A3E2N0G4.pdb,0.97,Excellent (极好)
S4VCH4.pdb,0.97,Excellent (极好)
A0A0H4SN47.pdb,0.97,Excellent (极好)
B6RB02.pdb,0.97,Excellent (极好)
O28597.pdb,0.97,Excellent (极好)
A0A4Q0VE60.pdb,0.97,Excellent (极好)
Q88JR7.pdb,0.97,Excellent (极好)
B8RCD3.pdb,0.97,Excellent (极好)
P77945.pdb,0.97,Excellent (极好)
Q5R082.pdb,0.97,Excellent (极好)
A0NIJ1.pdb,0.97,Excellent (极好)
Q9K3S8.pdb,0.97,Excellent (极好)
P94556.pdb,0.97,Excellent (极好)
Q9KJG6.pdb,0.97,Excellent (极好)
Q4X1A4.pdb,0.97,Excellent (极好)
A0A0J9X1M8.pdb,0.97,Excellent (极好)
Q9UWP2.pdb,0.97,Excellent (极好)
B6RB01.pdb,0.97,Excellent (极好)
F2RM17.pdb,0.97,Excellent (极好)
D2Z027.pdb,0.97,Excellent (极好)
Q88PD0.pdb,0.97,Excellent (极好)
A5F1V0.pdb,0.97,Excellent (极好)
D2Z026.pdb,0.97,Excellent (极好)
O30538.pdb,0.97,Excellent (极好)
O73939.pdb,0.97,Excellent (极好)
Q6GHH5.pdb,0.97,Excellent (极好)
A2BJU2.pdb,0.97,Excellent (极好)
D4GR05.pdb,0.97,Excellent (极好)
Q2FV22.pdb,0.97,Excellent (极好)
Q2HQS1.pdb,0.97,Excellent (极好)
Q8KQK1.pdb,0.97,Excellent (极好)
Q9HLQ2.pdb,0.97,Excellent (极好)
P00352.pdb,0.97,Excellent (极好)
A0A1B1L2T7.pdb,0.97,Excellent (极好)
Q4AAK4.pdb,0.97,Excellent (极好)
Q9FAB1.pdb,0.97,Excellent (极好)
Q7BPX6.pdb,0.97,Excellent (极好)
D0UD38.pdb,0.97,Excellent (极好)
P39135.pdb,0.97,Excellent (极好)
Q28SA7.pdb,0.97,Excellent (极好)
P39464.pdb,0.97,Excellent (极好)
Q9L4P8.pdb,0.97,Excellent (极好)
A0SHR2.pdb,0.97,Excellent (极好)
Q2HQR8.pdb,0.97,Excellent (极好)
Q9YE01.pdb,0.97,Excellent (极好)
E3WF08.pdb,0.97,Excellent (极好)
A7PQW3.pdb,0.97,Excellent (极好)
C4IEM5.pdb,0.97,Excellent (极好)
Q84X96.pdb,0.97,Excellent (极好)
O29057.pdb,0.97,Excellent (极好)
F8GNE5.pdb,0.97,Excellent (极好)
C4MB67.pdb,0.97,Excellent (极好)
Q9RXX6.pdb,0.97,Excellent (极好)
Q9X1X7.pdb,0.97,Excellent (极好)
Q8T0W7.pdb,0.97,Excellent (极好)
Q5SIM4.pdb,0.97,Excellent (极好)
Q2HQS4.pdb,0.97,Excellent (极好)
Q53EH2.pdb,0.97,Excellent (极好)
Q8KG69.pdb,0.97,Excellent (极好)
Q57757.pdb,0.97,Excellent (极好)
A0A0R1RJ30.pdb,0.97,Excellent (极好)
Q9YBS3.pdb,0.97,Excellent (极好)
Q97XA5.pdb,0.97,Excellent (极好)
Q7XSN8.pdb,0.97,Excellent (极好)
Q9A1B7.pdb,0.97,Excellent (极好)
E0XN39.pdb,0.97,Excellent (极好)
A3MV85.pdb,0.97,Excellent (极好)
P0ACV2.pdb,0.97,Excellent (极好)
Q9HZK1.pdb,0.97,Excellent (极好)
A0A1C8M582.pdb,0.97,Excellent (极好)
P53228.pdb,0.97,Excellent (极好)
P0AGL7.pdb,0.97,Excellent (极好)
V9SCJ1.pdb,0.97,Excellent (极好)
Q9UXF5.pdb,0.97,Excellent (极好)
Q8TZJ1.pdb,0.97,Excellent (极好)
A0A191T893.pdb,0.97,Excellent (极好)
A5HKK6.pdb,0.97,Excellent (极好)
Q5FT75.pdb,0.97,Excellent (极好)
Q9WZ31.pdb,0.97,Excellent (极好)
Q9S1M6.pdb,0.97,Excellent (极好)
O31668.pdb,0.97,Excellent (极好)
P66032.pdb,0.97,Excellent (极好)
C1I208.pdb,0.97,Excellent (极好)
Q2HQR5.pdb,0.97,Excellent (极好)
D2Z030.pdb,0.97,Excellent (极好)
B8QU18.pdb,0.97,Excellent (极好)
A0A191T887.pdb,0.97,Excellent (极好)
B3TM67.pdb,0.97,Excellent (极好)
A0A087INM7.pdb,0.97,Excellent (极好)
J7G4R4.pdb,0.97,Excellent (极好)
A4YG49.pdb,0.97,Excellent (极好)
Q84X95.pdb,0.97,Excellent (极好)
Q25BW5.pdb,0.97,Excellent (极好)
Q0P8U5.pdb,0.97,Excellent (极好)
Q9PPX6.pdb,0.97,Excellent (极好)
Q8NT99.pdb,0.97,Excellent (极好)
Q831B2.pdb,0.97,Excellent (极好)
P23522.pdb,0.97,Excellent (极好)
F5Z5S7.pdb,0.97,Excellent (极好)
H1ZV38.pdb,0.97,Excellent (极好)
Q58829.pdb,0.97,Excellent (极好)
Q9UI42.pdb,0.97,Excellent (极好)
Q72ID4.pdb,0.97,Excellent (极好)
A5HUN0.pdb,0.97,Excellent (极好)
Q980T5.pdb,0.97,Excellent (极好)
A3MSR0.pdb,0.97,Excellent (极好)
A0A1Y2HEJ3.pdb,0.97,Excellent (极好)
Q8W405.pdb,0.97,Excellent (极好)
I3DTP7.pdb,0.97,Excellent (极好)
Q3MUP2.pdb,0.97,Excellent (极好)
Q5FTR3.pdb,0.97,Excellent (极好)
P50317.pdb,0.97,Excellent (极好)
Q2HQR6.pdb,0.97,Excellent (极好)
P50384.pdb,0.97,Excellent (极好)
I3DVX6.pdb,0.97,Excellent (极好)
Q8DPI4.pdb,0.97,Excellent (极好)
Q0CFW4.pdb,0.97,Excellent (极好)
Q9F5K6.pdb,0.97,Excellent (极好)
C0BWQ2.pdb,0.97,Excellent (极好)
Q842E2.pdb,0.97,Excellent (极好)
O32054.pdb,0.97,Excellent (极好)
P9WQ75.pdb,0.97,Excellent (极好)
P0ACV0.pdb,0.97,Excellent (极好)
B6ECN9.pdb,0.97,Excellent (极好)
Q974L0.pdb,0.97,Excellent (极好)
P73906.pdb,0.97,Excellent (极好)
Q5HG25.pdb,0.97,Excellent (极好)
Q02RL6.pdb,0.97,Excellent (极好)
K7NB71.pdb,0.97,Excellent (极好)
P16897.pdb,0.97,Excellent (极好)
Q2HQR3.pdb,0.97,Excellent (极好)
B1KDE7.pdb,0.97,Excellent (极好)
Q84FR6.pdb,0.97,Excellent (极好)
Q6EM45.pdb,0.97,Excellent (极好)
G3LGQ3.pdb,0.97,Excellent (极好)
Q6EM42.pdb,0.97,Excellent (极好)
A0SZU9.pdb,0.97,Excellent (极好)
Q03BU2.pdb,0.97,Excellent (极好)
P21395.pdb,0.97,Excellent (极好)
Q7MAW0.pdb,0.97,Excellent (极好)
D4GV57.pdb,0.97,Excellent (极好)
Q07993.pdb,0.97,Excellent (极好)
P0A7J0.pdb,0.97,Excellent (极好)
Q9JHW9.pdb,0.97,Excellent (极好)
P0A6S7.pdb,0.97,Excellent (极好)
E7FUC9.pdb,0.97,Excellent (极好)
I3DX19.pdb,0.97,Excellent (极好)
Q79EM7.pdb,0.97,Excellent (极好)
Q84G06.pdb,0.97,Excellent (极好)
O66753.pdb,0.97,Excellent (极好)
P0A0A5.pdb,0.97,Excellent (极好)
H9BQR7.pdb,0.97,Excellent (极好)
Q5EFR9.pdb,0.97,Excellent (极好)
A8YBP8.pdb,0.97,Excellent (极好)
Q5SKR5.pdb,0.97,Excellent (极好)
B4U9T7.pdb,0.97,Excellent (极好)
Q7TNT2.pdb,0.97,Excellent (极好)
G8UQI0.pdb,0.97,Excellent (极好)
A0A3M7JTD4.pdb,0.97,Excellent (极好)
Q97VW1.pdb,0.97,Excellent (极好)
L8B2H6.pdb,0.97,Excellent (极好)
A5U6Y7.pdb,0.97,Excellent (极好)
Q9UWR6.pdb,0.97,Excellent (极好)
Q2HQR9.pdb,0.97,Excellent (极好)
G4RPF4.pdb,0.97,Excellent (极好)
Q922J9.pdb,0.97,Excellent (极好)
Q8ZPI3.pdb,0.97,Excellent (极好)
P07639.pdb,0.97,Excellent (极好)
F2X2F9.pdb,0.97,Excellent (极好)
Q4A6S8.pdb,0.97,Excellent (极好)
L8BT48.pdb,0.97,Excellent (极好)
P29848.pdb,0.97,Excellent (极好)
A0A0I9QGZ2.pdb,0.97,Excellent (极好)
Q81ZH5.pdb,0.97,Excellent (极好)
O00095.pdb,0.97,Excellent (极好)
Q81PT0.pdb,0.97,Excellent (极好)
Q9LE33.pdb,0.97,Excellent (极好)
A0A2P1G7E2.pdb,0.97,Excellent (极好)
Q9X5T6.pdb,0.97,Excellent (极好)
F0QW25.pdb,0.97,Excellent (极好)
Q2HQR4.pdb,0.97,Excellent (极好)
K7QTY9.pdb,0.97,Excellent (极好)
Q9NXJ5.pdb,0.97,Excellent (极好)
Q9NB30.pdb,0.97,Excellent (极好)
Q8VWZ1.pdb,0.97,Excellent (极好)
Q97WI2.pdb,0.97,Excellent (极好)
Q2HNY9.pdb,0.97,Excellent (极好)
A0A087IPJ7.pdb,0.97,Excellent (极好)
G4T0C7.pdb,0.97,Excellent (极好)
D3EIG6.pdb,0.97,Excellent (极好)
G3INC5.pdb,0.97,Excellent (极好)
P97030.pdb,0.97,Excellent (极好)
A0A1S5WII4.pdb,0.97,Excellent (极好)
E6TUA8.pdb,0.97,Excellent (极好)
Q8A711.pdb,0.97,Excellent (极好)
O82827.pdb,0.97,Excellent (极好)
A0A0G2YFI9.pdb,0.97,Excellent (极好)
A0A0H2XGF2.pdb,0.97,Excellent (极好)
Q8REE6.pdb,0.97,Excellent (极好)
P00330.pdb,0.97,Excellent (极好)
Q9YFT9.pdb,0.97,Excellent (极好)
Q6KAV2.pdb,0.97,Excellent (极好)
Q5NU42.pdb,0.97,Excellent (极好)
Q9CA90.pdb,0.97,Excellent (极好)
Q9LRR9.pdb,0.97,Excellent (极好)
Q6ARU5.pdb,0.97,Excellent (极好)
Q9XCL6.pdb,0.97,Excellent (极好)
Q13VI0.pdb,0.97,Excellent (极好)
Q88M11.pdb,0.97,Excellent (极好)
Q846U5.pdb,0.97,Excellent (极好)
Q9UY84.pdb,0.97,Excellent (极好)
G1C2I2.pdb,0.97,Excellent (极好)
B1B533.pdb,0.97,Excellent (极好)
P55984.pdb,0.97,Excellent (极好)
F6IQ86.pdb,0.97,Excellent (极好)
F7YXD6.pdb,0.97,Excellent (极好)
Q5P5I4.pdb,0.97,Excellent (极好)
E9NR87.pdb,0.97,Excellent (极好)
Q9I4W3.pdb,0.97,Excellent (极好)
A0A482F152.pdb,0.97,Excellent (极好)
Q7M0R2.pdb,0.97,Excellent (极好)
Q16MV5.pdb,0.97,Excellent (极好)
Q2FZP6.pdb,0.97,Excellent (极好)
Q8RBI5.pdb,0.97,Excellent (极好)
O27726.pdb,0.97,Excellent (极好)
Q7LXP6.pdb,0.97,Excellent (极好)
P37251.pdb,0.97,Excellent (极好)
D9MWM7.pdb,0.97,Excellent (极好)
V4GH04.pdb,0.97,Excellent (极好)
Q7WT44.pdb,0.97,Excellent (极好)
P46273.pdb,0.97,Excellent (极好)
Q53389.pdb,0.97,Excellent (极好)
Q9KZL6.pdb,0.97,Excellent (极好)
H6LBS1.pdb,0.97,Excellent (极好)
B3XZI5.pdb,0.97,Excellent (极好)
Q877I0.pdb,0.97,Excellent (极好)
Q9HXE9.pdb,0.97,Excellent (极好)
A0A178WMD4.pdb,0.97,Excellent (极好)
C0STY1.pdb,0.97,Excellent (极好)
S6AGL5.pdb,0.97,Excellent (极好)
Q9HIA4.pdb,0.97,Excellent (极好)
M1T754.pdb,0.97,Excellent (极好)
P10442.pdb,0.97,Excellent (极好)
P45395.pdb,0.97,Excellent (极好)
O30640.pdb,0.97,Excellent (极好)
Q6GEY3.pdb,0.97,Excellent (极好)
Q9P6I7.pdb,0.97,Excellent (极好)
A1RX09.pdb,0.97,Excellent (极好)
A0A0H2Z9F1.pdb,0.97,Excellent (极好)
G3LUK8.pdb,0.97,Excellent (极好)
Q9D110.pdb,0.97,Excellent (极好)
Q15125.pdb,0.97,Excellent (极好)
Q9H5J4.pdb,0.97,Excellent (极好)
P60495.pdb,0.97,Excellent (极好)
A6MN06.pdb,0.97,Excellent (极好)
A0A0H2ZHZ0.pdb,0.97,Excellent (极好)
Q8J0K8.pdb,0.97,Excellent (极好)
C6KEM4.pdb,0.97,Excellent (极好)
Q7LXU6.pdb,0.97,Excellent (极好)
A0A023I760.pdb,0.97,Excellent (极好)
D3JV05.pdb,0.97,Excellent (极好)
L0N6Q8.pdb,0.97,Excellent (极好)
Q0PC50.pdb,0.97,Excellent (极好)
D2QDA5.pdb,0.97,Excellent (极好)
A0A1U8QU02.pdb,0.97,Excellent (极好)
Q8MPF2.pdb,0.97,Excellent (极好)
A0SPA8.pdb,0.97,Excellent (极好)
A0A386YJ14.pdb,0.97,Excellent (极好)
Q9HTJ1.pdb,0.97,Excellent (极好)
Q10657.pdb,0.97,Excellent (极好)
P9WHS9.pdb,0.97,Excellent (极好)
P0DOW0.pdb,0.97,Excellent (极好)
Q8L1Z5.pdb,0.97,Excellent (极好)
C5I9X1.pdb,0.97,Excellent (极好)
F1MTF4.pdb,0.97,Excellent (极好)
O60760.pdb,0.97,Excellent (极好)
Q9BLD2.pdb,0.97,Excellent (极好)
A0A1B1KJ01.pdb,0.97,Excellent (极好)
Q2HQS0.pdb,0.97,Excellent (极好)
A0R3C8.pdb,0.97,Excellent (极好)
O82832.pdb,0.97,Excellent (极好)
B1HX72.pdb,0.97,Excellent (极好)
P30125.pdb,0.97,Excellent (极好)
P45261.pdb,0.97,Excellent (极好)
P50921.pdb,0.97,Excellent (极好)
P9WPX9.pdb,0.97,Excellent (极好)
A6UWA0.pdb,0.97,Excellent (极好)
D5HN83.pdb,0.97,Excellent (极好)
U5ILS4.pdb,0.97,Excellent (极好)
Q980S1.pdb,0.97,Excellent (极好)
O35186.pdb,0.97,Excellent (极好)
Q9X1N5.pdb,0.97,Excellent (极好)
C8WJW0.pdb,0.97,Excellent (极好)
A4HPM6.pdb,0.97,Excellent (极好)
A0A090IMH4.pdb,0.97,Excellent (极好)
P39644.pdb,0.97,Excellent (极好)
Q9XGY7.pdb,0.97,Excellent (极好)
P95128.pdb,0.96,Excellent (极好)
Q9UJM8.pdb,0.96,Excellent (极好)
B5IEU6.pdb,0.96,Excellent (极好)
P83654.pdb,0.96,Excellent (极好)
O07683.pdb,0.96,Excellent (极好)
P62593.pdb,0.96,Excellent (极好)
O31611.pdb,0.96,Excellent (极好)
Q6SJ61.pdb,0.96,Excellent (极好)
F8WRK9.pdb,0.96,Excellent (极好)
Q84B23.pdb,0.96,Excellent (极好)
Q1HA49.pdb,0.96,Excellent (极好)
Q9HXT9.pdb,0.96,Excellent (极好)
Q9I387.pdb,0.96,Excellent (极好)
Q27683.pdb,0.96,Excellent (极好)
O58433.pdb,0.96,Excellent (极好)
A4ZGQ8.pdb,0.96,Excellent (极好)
P73726.pdb,0.96,Excellent (极好)
A0A2Z6G0Q7.pdb,0.96,Excellent (极好)
F0NEW7.pdb,0.96,Excellent (极好)
L7R9X8.pdb,0.96,Excellent (极好)
Q5I7E1.pdb,0.96,Excellent (极好)
P29730.pdb,0.96,Excellent (极好)
O31662.pdb,0.96,Excellent (极好)
C4LU94.pdb,0.96,Excellent (极好)
A0A0K1E2F9.pdb,0.96,Excellent (极好)
A0A2Z6BLR4.pdb,0.96,Excellent (极好)
T1WUT6.pdb,0.96,Excellent (极好)
Q5ZU17.pdb,0.96,Excellent (极好)
P53199.pdb,0.96,Excellent (极好)
Q16831.pdb,0.96,Excellent (极好)
P60932.pdb,0.96,Excellent (极好)
Q8GME2.pdb,0.96,Excellent (极好)
P20718.pdb,0.96,Excellent (极好)
Q9LJH5.pdb,0.96,Excellent (极好)
A0A023RBJ1.pdb,0.96,Excellent (极好)
P21693.pdb,0.96,Excellent (极好)
A4YGN2.pdb,0.96,Excellent (极好)
G9BY57.pdb,0.96,Excellent (极好)
G0GBL0.pdb,0.96,Excellent (极好)
C9E261.pdb,0.96,Excellent (极好)
P76038.pdb,0.96,Excellent (极好)
P9WPY7.pdb,0.96,Excellent (极好)
A0A224ALZ8.pdb,0.96,Excellent (极好)
A0A060INS8.pdb,0.96,Excellent (极好)
A5LH21.pdb,0.96,Excellent (极好)
Q8ZXM4.pdb,0.96,Excellent (极好)
E1APH5.pdb,0.96,Excellent (极好)
E2JA31.pdb,0.96,Excellent (极好)
P0AE01.pdb,0.96,Excellent (极好)
D4GS06.pdb,0.96,Excellent (极好)
Q6F3I3.pdb,0.96,Excellent (极好)
O95336.pdb,0.96,Excellent (极好)
Q93WY5.pdb,0.96,Excellent (极好)
C1KGU6.pdb,0.96,Excellent (极好)
Q3ACV3.pdb,0.96,Excellent (极好)
Q9S795.pdb,0.96,Excellent (极好)
D4PEB3.pdb,0.96,Excellent (极好)
B6FYX7.pdb,0.96,Excellent (极好)
Q57849.pdb,0.96,Excellent (极好)
A0A1B1WA14.pdb,0.96,Excellent (极好)
A4XIG7.pdb,0.96,Excellent (极好)
A3MWK6.pdb,0.96,Excellent (极好)
T1WW77.pdb,0.96,Excellent (极好)
C3Y9Y8.pdb,0.96,Excellent (极好)
A0A142UTH4.pdb,0.96,Excellent (极好)
P70500.pdb,0.96,Excellent (极好)
W8DVW0.pdb,0.96,Excellent (极好)
Q49HI4.pdb,0.96,Excellent (极好)
P78609.pdb,0.96,Excellent (极好)
D4GYE6.pdb,0.96,Excellent (极好)
H2KXA2.pdb,0.96,Excellent (极好)
Q1D380.pdb,0.96,Excellent (极好)
A8YBS4.pdb,0.96,Excellent (极好)
V9SFA1.pdb,0.96,Excellent (极好)
P45470.pdb,0.96,Excellent (极好)
Q81CX4.pdb,0.96,Excellent (极好)
C4LXC4.pdb,0.96,Excellent (极好)
F4K687.pdb,0.96,Excellent (极好)
Q8TSX5.pdb,0.96,Excellent (极好)
D9ZKR7.pdb,0.96,Excellent (极好)
A0A0U1ZF25.pdb,0.96,Excellent (极好)
Q86AD9.pdb,0.96,Excellent (极好)
O29841.pdb,0.96,Excellent (极好)
O87871.pdb,0.96,Excellent (极好)
O86151.pdb,0.96,Excellent (极好)
Q56S49.pdb,0.96,Excellent (极好)
Q9DCT1.pdb,0.96,Excellent (极好)
Q58653.pdb,0.96,Excellent (极好)
P25526.pdb,0.96,Excellent (极好)
Q8NKS0.pdb,0.96,Excellent (极好)
Q76FS0.pdb,0.96,Excellent (极好)
P39633.pdb,0.96,Excellent (极好)
K9UV87.pdb,0.96,Excellent (极好)
Q8VIJ7.pdb,0.96,Excellent (极好)
Q0GMU2.pdb,0.96,Excellent (极好)
A0A1S2B2X3.pdb,0.96,Excellent (极好)
Q9K864.pdb,0.96,Excellent (极好)
Q3IYF1.pdb,0.96,Excellent (极好)
Q76FR7.pdb,0.96,Excellent (极好)
P52391.pdb,0.96,Excellent (极好)
Q58085.pdb,0.96,Excellent (极好)
Q8ZVK6.pdb,0.96,Excellent (极好)
Q717I9.pdb,0.96,Excellent (极好)
D5KX75.pdb,0.96,Excellent (极好)
Q7ZAH1.pdb,0.96,Excellent (极好)
I6QMK7.pdb,0.96,Excellent (极好)
Q9FPM9.pdb,0.96,Excellent (极好)
Q9Z5D6.pdb,0.96,Excellent (极好)
Q8TC12.pdb,0.96,Excellent (极好)
G0HQ31.pdb,0.96,Excellent (极好)
A0A0E4B3N6.pdb,0.96,Excellent (极好)
P06197.pdb,0.96,Excellent (极好)
H5SPS2.pdb,0.96,Excellent (极好)
Q9LLR9.pdb,0.96,Excellent (极好)
Q9HTD7.pdb,0.96,Excellent (极好)
Q47Q21.pdb,0.96,Excellent (极好)
E4W4G9.pdb,0.96,Excellent (极好)
Q6L2I5.pdb,0.96,Excellent (极好)
O51096.pdb,0.96,Excellent (极好)
Q88P48.pdb,0.96,Excellent (极好)
P80190.pdb,0.96,Excellent (极好)
Q7WUI7.pdb,0.96,Excellent (极好)
Q9F131.pdb,0.96,Excellent (极好)
Q6WNR0.pdb,0.96,Excellent (极好)
P07128.pdb,0.96,Excellent (极好)
Q9H479.pdb,0.96,Excellent (极好)
Q2UVF3.pdb,0.96,Excellent (极好)
A0A1D8PQ07.pdb,0.96,Excellent (极好)
Q51732.pdb,0.96,Excellent (极好)
H2VFG5.pdb,0.96,Excellent (极好)
P19881.pdb,0.96,Excellent (极好)
B8YIE0.pdb,0.96,Excellent (极好)
O15918.pdb,0.96,Excellent (极好)
A0A0F7MX47.pdb,0.96,Excellent (极好)
O32106.pdb,0.96,Excellent (极好)
P0A1E3.pdb,0.96,Excellent (极好)
Q9K498.pdb,0.96,Excellent (极好)
Q8T8D9.pdb,0.96,Excellent (极好)
E0D583.pdb,0.96,Excellent (极好)
A0A1V0M5M0.pdb,0.96,Excellent (极好)
Q6VVX0.pdb,0.96,Excellent (极好)
P9WG37.pdb,0.96,Excellent (极好)
I3EBM6.pdb,0.96,Excellent (极好)
G5DDC2.pdb,0.96,Excellent (极好)
Q72K29.pdb,0.96,Excellent (极好)
B8ZJH0.pdb,0.96,Excellent (极好)
Q55075.pdb,0.96,Excellent (极好)
A8YZR7.pdb,0.96,Excellent (极好)
Q8ZY28.pdb,0.96,Excellent (极好)
B8DZK4.pdb,0.96,Excellent (极好)
Q0QWG4.pdb,0.96,Excellent (极好)
P16250.pdb,0.96,Excellent (极好)
P9WG59.pdb,0.96,Excellent (极好)
A0A3S7PMC4.pdb,0.96,Excellent (极好)
Q6T1F6.pdb,0.96,Excellent (极好)
Q0IJR6.pdb,0.96,Excellent (极好)
P38998.pdb,0.96,Excellent (极好)
A0A1E1GL87.pdb,0.96,Excellent (极好)
F4ZE01.pdb,0.96,Excellent (极好)
M1R969.pdb,0.96,Excellent (极好)
F9VPB8.pdb,0.96,Excellent (极好)
C5J3R8.pdb,0.96,Excellent (极好)
A0A0E3GVY6.pdb,0.96,Excellent (极好)
P62620.pdb,0.96,Excellent (极好)
Q72MQ6.pdb,0.96,Excellent (极好)
A8WAC9.pdb,0.96,Excellent (极好)
P75966.pdb,0.96,Excellent (极好)
Q980M3.pdb,0.96,Excellent (极好)
H8WG11.pdb,0.96,Excellent (极好)
K4LMW2.pdb,0.96,Excellent (极好)
D0MF61.pdb,0.96,Excellent (极好)
Q8L0X3.pdb,0.96,Excellent (极好)
F0S764.pdb,0.96,Excellent (极好)
P73832.pdb,0.96,Excellent (极好)
Q8RK01.pdb,0.96,Excellent (极好)
P19254.pdb,0.96,Excellent (极好)
Q0QWG7.pdb,0.96,Excellent (极好)
