Filename,Avg_pLDDT,Rating
13136.pdb,0.97,Excellent (极好)
1840.pdb,0.97,Excellent (极好)
19350.pdb,0.97,Excellent (极好)
29077.pdb,0.97,Excellent (极好)
10547.pdb,0.97,Excellent (极好)
29120.pdb,0.97,Excellent (极好)
25634.pdb,0.97,Excellent (极好)
26842.pdb,0.97,Excellent (极好)
8673.pdb,0.97,Excellent (极好)
29461.pdb,0.97,Excellent (极好)
21366.pdb,0.97,Excellent (极好)
23693.pdb,0.97,Excellent (极好)
16037.pdb,0.97,Excellent (极好)
11219.pdb,0.97,Excellent (极好)
18170.pdb,0.97,Excellent (极好)
24133.pdb,0.97,Excellent (极好)
9362.pdb,0.97,Excellent (极好)
12497.pdb,0.97,Excellent (极好)
14026.pdb,0.97,Excellent (极好)
10847.pdb,0.97,Excellent (极好)
8372.pdb,0.97,Excellent (极好)
29870.pdb,0.97,Excellent (极好)
21962.pdb,0.97,Excellent (极好)
7753.pdb,0.97,Excellent (极好)
15674.pdb,0.97,Excellent (极好)
27228.pdb,0.97,Excellent (极好)
22063.pdb,0.97,Excellent (极好)
1342.pdb,0.97,Excellent (极好)
4894.pdb,0.97,Excellent (极好)
14371.pdb,0.97,Excellent (极好)
14432.pdb,0.97,Excellent (极好)
27511.pdb,0.97,Excellent (极好)
15207.pdb,0.97,Excellent (极好)
23680.pdb,0.97,Excellent (极好)
20126.pdb,0.97,Excellent (极好)
1737.pdb,0.97,Excellent (极好)
24553.pdb,0.97,Excellent (极好)
16221.pdb,0.97,Excellent (极好)
7568.pdb,0.97,Excellent (极好)
23015.pdb,0.97,Excellent (极好)
5982.pdb,0.97,Excellent (极好)
26806.pdb,0.97,Excellent (极好)
22480.pdb,0.97,Excellent (极好)
9118.pdb,0.97,Excellent (极好)
19906.pdb,0.97,Excellent (极好)
21044.pdb,0.97,Excellent (极好)
12561.pdb,0.97,Excellent (极好)
11318.pdb,0.97,Excellent (极好)
30458.pdb,0.97,Excellent (极好)
14777.pdb,0.97,Excellent (极好)
8111.pdb,0.97,Excellent (极好)
2126.pdb,0.97,Excellent (极好)
8540.pdb,0.97,Excellent (极好)
1432.pdb,0.97,Excellent (极好)
10279.pdb,0.97,Excellent (极好)
20553.pdb,0.97,Excellent (极好)
13666.pdb,0.97,Excellent (极好)
8414.pdb,0.97,Excellent (极好)
2259.pdb,0.97,Excellent (极好)
4847.pdb,0.97,Excellent (极好)
18105.pdb,0.97,Excellent (极好)
20422.pdb,0.97,Excellent (极好)
29262.pdb,0.97,Excellent (极好)
11345.pdb,0.97,Excellent (极好)
12020.pdb,0.97,Excellent (极好)
19144.pdb,0.97,Excellent (极好)
21032.pdb,0.97,Excellent (极好)
13696.pdb,0.97,Excellent (极好)
25106.pdb,0.97,Excellent (极好)
9325.pdb,0.97,Excellent (极好)
21831.pdb,0.97,Excellent (极好)
11602.pdb,0.97,Excellent (极好)
834.pdb,0.97,Excellent (极好)
10933.pdb,0.97,Excellent (极好)
11638.pdb,0.97,Excellent (极好)
29048.pdb,0.97,Excellent (极好)
15996.pdb,0.97,Excellent (极好)
21770.pdb,0.97,Excellent (极好)
30035.pdb,0.97,Excellent (极好)
5413.pdb,0.97,Excellent (极好)
22650.pdb,0.97,Excellent (极好)
21847.pdb,0.97,Excellent (极好)
16462.pdb,0.97,Excellent (极好)
12137.pdb,0.97,Excellent (极好)
16420.pdb,0.97,Excellent (极好)
22511.pdb,0.97,Excellent (极好)
31156.pdb,0.97,Excellent (极好)
18026.pdb,0.97,Excellent (极好)
337.pdb,0.97,Excellent (极好)
4452.pdb,0.97,Excellent (极好)
9511.pdb,0.97,Excellent (极好)
9751.pdb,0.97,Excellent (极好)
2039.pdb,0.97,Excellent (极好)
15024.pdb,0.97,Excellent (极好)
19122.pdb,0.97,Excellent (极好)
22497.pdb,0.97,Excellent (极好)
12351.pdb,0.97,Excellent (极好)
9445.pdb,0.97,Excellent (极好)
24077.pdb,0.97,Excellent (极好)
13675.pdb,0.97,Excellent (极好)
4770.pdb,0.97,Excellent (极好)
28236.pdb,0.97,Excellent (极好)
29279.pdb,0.97,Excellent (极好)
14472.pdb,0.97,Excellent (极好)
11339.pdb,0.97,Excellent (极好)
15890.pdb,0.97,Excellent (极好)
16337.pdb,0.97,Excellent (极好)
2017.pdb,0.97,Excellent (极好)
24952.pdb,0.97,Excellent (极好)
412.pdb,0.97,Excellent (极好)
31150.pdb,0.97,Excellent (极好)
18106.pdb,0.97,Excellent (极好)
9774.pdb,0.97,Excellent (极好)
5307.pdb,0.97,Excellent (极好)
22037.pdb,0.97,Excellent (极好)
12175.pdb,0.97,Excellent (极好)
11575.pdb,0.97,Excellent (极好)
14261.pdb,0.97,Excellent (极好)
20595.pdb,0.97,Excellent (极好)
345.pdb,0.97,Excellent (极好)
11965.pdb,0.97,Excellent (极好)
24479.pdb,0.97,Excellent (极好)
12767.pdb,0.97,Excellent (极好)
9116.pdb,0.97,Excellent (极好)
13640.pdb,0.97,Excellent (极好)
13838.pdb,0.97,Excellent (极好)
24637.pdb,0.97,Excellent (极好)
14454.pdb,0.97,Excellent (极好)
19928.pdb,0.97,Excellent (极好)
28225.pdb,0.97,Excellent (极好)
3239.pdb,0.97,Excellent (极好)
19288.pdb,0.97,Excellent (极好)
21823.pdb,0.97,Excellent (极好)
14210.pdb,0.97,Excellent (极好)
29651.pdb,0.97,Excellent (极好)
15971.pdb,0.97,Excellent (极好)
26227.pdb,0.97,Excellent (极好)
15991.pdb,0.97,Excellent (极好)
13877.pdb,0.97,Excellent (极好)
13259.pdb,0.97,Excellent (极好)
2512.pdb,0.97,Excellent (极好)
12746.pdb,0.97,Excellent (极好)
29822.pdb,0.97,Excellent (极好)
25226.pdb,0.97,Excellent (极好)
8959.pdb,0.97,Excellent (极好)
22377.pdb,0.97,Excellent (极好)
20406.pdb,0.97,Excellent (极好)
8532.pdb,0.97,Excellent (极好)
24988.pdb,0.97,Excellent (极好)
27500.pdb,0.97,Excellent (极好)
26782.pdb,0.97,Excellent (极好)
12463.pdb,0.97,Excellent (极好)
12389.pdb,0.97,Excellent (极好)
13660.pdb,0.97,Excellent (极好)
7788.pdb,0.97,Excellent (极好)
9517.pdb,0.97,Excellent (极好)
4897.pdb,0.97,Excellent (极好)
14532.pdb,0.97,Excellent (极好)
19717.pdb,0.97,Excellent (极好)
15191.pdb,0.97,Excellent (极好)
21929.pdb,0.97,Excellent (极好)
15112.pdb,0.97,Excellent (极好)
24202.pdb,0.97,Excellent (极好)
7255.pdb,0.97,Excellent (极好)
7934.pdb,0.97,Excellent (极好)
5471.pdb,0.97,Excellent (极好)
27450.pdb,0.97,Excellent (极好)
20211.pdb,0.97,Excellent (极好)
27410.pdb,0.97,Excellent (极好)
9608.pdb,0.97,Excellent (极好)
1956.pdb,0.97,Excellent (极好)
12462.pdb,0.97,Excellent (极好)
15179.pdb,0.97,Excellent (极好)
29128.pdb,0.97,Excellent (极好)
19298.pdb,0.97,Excellent (极好)
15483.pdb,0.97,Excellent (极好)
14876.pdb,0.97,Excellent (极好)
22041.pdb,0.97,Excellent (极好)
19693.pdb,0.97,Excellent (极好)
21832.pdb,0.97,Excellent (极好)
3530.pdb,0.97,Excellent (极好)
14700.pdb,0.97,Excellent (极好)
15121.pdb,0.97,Excellent (极好)
9002.pdb,0.97,Excellent (极好)
22381.pdb,0.97,Excellent (极好)
25235.pdb,0.97,Excellent (极好)
11827.pdb,0.97,Excellent (极好)
7691.pdb,0.97,Excellent (极好)
21890.pdb,0.97,Excellent (极好)
24303.pdb,0.97,Excellent (极好)
12556.pdb,0.97,Excellent (极好)
17666.pdb,0.97,Excellent (极好)
31105.pdb,0.97,Excellent (极好)
29742.pdb,0.97,Excellent (极好)
10427.pdb,0.97,Excellent (极好)
12264.pdb,0.97,Excellent (极好)
4490.pdb,0.97,Excellent (极好)
20889.pdb,0.97,Excellent (极好)
14910.pdb,0.97,Excellent (极好)
12519.pdb,0.97,Excellent (极好)
18074.pdb,0.97,Excellent (极好)
16249.pdb,0.97,Excellent (极好)
27627.pdb,0.97,Excellent (极好)
8156.pdb,0.97,Excellent (极好)
9323.pdb,0.97,Excellent (极好)
13748.pdb,0.97,Excellent (极好)
25757.pdb,0.97,Excellent (极好)
13929.pdb,0.97,Excellent (极好)
12477.pdb,0.97,Excellent (极好)
14235.pdb,0.97,Excellent (极好)
29420.pdb,0.97,Excellent (极好)
23951.pdb,0.97,Excellent (极好)
12340.pdb,0.97,Excellent (极好)
14716.pdb,0.97,Excellent (极好)
2123.pdb,0.97,Excellent (极好)
9507.pdb,0.97,Excellent (极好)
22498.pdb,0.97,Excellent (极好)
27162.pdb,0.97,Excellent (极好)
21887.pdb,0.97,Excellent (极好)
12438.pdb,0.97,Excellent (极好)
14920.pdb,0.97,Excellent (极好)
9487.pdb,0.97,Excellent (极好)
8892.pdb,0.97,Excellent (极好)
5282.pdb,0.97,Excellent (极好)
15127.pdb,0.97,Excellent (极好)
21167.pdb,0.96,Excellent (极好)
3025.pdb,0.96,Excellent (极好)
10064.pdb,0.96,Excellent (极好)
5676.pdb,0.96,Excellent (极好)
3754.pdb,0.96,Excellent (极好)
21696.pdb,0.96,Excellent (极好)
28342.pdb,0.96,Excellent (极好)
1726.pdb,0.96,Excellent (极好)
7165.pdb,0.96,Excellent (极好)
14908.pdb,0.96,Excellent (极好)
22309.pdb,0.96,Excellent (极好)
14780.pdb,0.96,Excellent (极好)
28044.pdb,0.96,Excellent (极好)
9585.pdb,0.96,Excellent (极好)
25553.pdb,0.96,Excellent (极好)
19954.pdb,0.96,Excellent (极好)
21560.pdb,0.96,Excellent (极好)
6606.pdb,0.96,Excellent (极好)
23771.pdb,0.96,Excellent (极好)
23738.pdb,0.96,Excellent (极好)
31044.pdb,0.96,Excellent (极好)
29475.pdb,0.96,Excellent (极好)
14230.pdb,0.96,Excellent (极好)
5844.pdb,0.96,Excellent (极好)
6238.pdb,0.96,Excellent (极好)
15644.pdb,0.96,Excellent (极好)
22318.pdb,0.96,Excellent (极好)
16487.pdb,0.96,Excellent (极好)
17911.pdb,0.96,Excellent (极好)
6805.pdb,0.96,Excellent (极好)
8774.pdb,0.96,Excellent (极好)
8404.pdb,0.96,Excellent (极好)
20452.pdb,0.96,Excellent (极好)
23229.pdb,0.96,Excellent (极好)
12421.pdb,0.96,Excellent (极好)
184.pdb,0.96,Excellent (极好)
16303.pdb,0.96,Excellent (极好)
28584.pdb,0.96,Excellent (极好)
27577.pdb,0.96,Excellent (极好)
14204.pdb,0.96,Excellent (极好)
15912.pdb,0.96,Excellent (极好)
20890.pdb,0.96,Excellent (极好)
5601.pdb,0.96,Excellent (极好)
26764.pdb,0.96,Excellent (极好)
27537.pdb,0.96,Excellent (极好)
14948.pdb,0.96,Excellent (极好)
18265.pdb,0.96,Excellent (极好)
2217.pdb,0.96,Excellent (极好)
13739.pdb,0.96,Excellent (极好)
27040.pdb,0.96,Excellent (极好)
19156.pdb,0.96,Excellent (极好)
29935.pdb,0.96,Excellent (极好)
20918.pdb,0.96,Excellent (极好)
10609.pdb,0.96,Excellent (极好)
30363.pdb,0.96,Excellent (极好)
12028.pdb,0.96,Excellent (极好)
29979.pdb,0.96,Excellent (极好)
17910.pdb,0.96,Excellent (极好)
23682.pdb,0.96,Excellent (极好)
13585.pdb,0.96,Excellent (极好)
27171.pdb,0.96,Excellent (极好)
10751.pdb,0.96,Excellent (极好)
22269.pdb,0.96,Excellent (极好)
14459.pdb,0.96,Excellent (极好)
19139.pdb,0.96,Excellent (极好)
14806.pdb,0.96,Excellent (极好)
19778.pdb,0.96,Excellent (极好)
30498.pdb,0.96,Excellent (极好)
29144.pdb,0.96,Excellent (极好)
4107.pdb,0.96,Excellent (极好)
10915.pdb,0.96,Excellent (极好)
4617.pdb,0.96,Excellent (极好)
21007.pdb,0.96,Excellent (极好)
3065.pdb,0.96,Excellent (极好)
14809.pdb,0.96,Excellent (极好)
21998.pdb,0.96,Excellent (极好)
30649.pdb,0.96,Excellent (极好)
15365.pdb,0.96,Excellent (极好)
2142.pdb,0.96,Excellent (极好)
1145.pdb,0.96,Excellent (极好)
20272.pdb,0.96,Excellent (极好)
2850.pdb,0.96,Excellent (极好)
9317.pdb,0.96,Excellent (极好)
22728.pdb,0.96,Excellent (极好)
30379.pdb,0.96,Excellent (极好)
5593.pdb,0.96,Excellent (极好)
9324.pdb,0.96,Excellent (极好)
2164.pdb,0.96,Excellent (极好)
20076.pdb,0.96,Excellent (极好)
5899.pdb,0.96,Excellent (极好)
3086.pdb,0.96,Excellent (极好)
9247.pdb,0.96,Excellent (极好)
14076.pdb,0.96,Excellent (极好)
12348.pdb,0.96,Excellent (极好)
26694.pdb,0.96,Excellent (极好)
27984.pdb,0.96,Excellent (极好)
15262.pdb,0.96,Excellent (极好)
9800.pdb,0.96,Excellent (极好)
4703.pdb,0.96,Excellent (极好)
12579.pdb,0.96,Excellent (极好)
29524.pdb,0.96,Excellent (极好)
5795.pdb,0.96,Excellent (极好)
16466.pdb,0.96,Excellent (极好)
13723.pdb,0.96,Excellent (极好)
29251.pdb,0.96,Excellent (极好)
12578.pdb,0.96,Excellent (极好)
29230.pdb,0.96,Excellent (极好)
16005.pdb,0.96,Excellent (极好)
23071.pdb,0.96,Excellent (极好)
4858.pdb,0.96,Excellent (极好)
7696.pdb,0.96,Excellent (极好)
9238.pdb,0.96,Excellent (极好)
9472.pdb,0.96,Excellent (极好)
18067.pdb,0.96,Excellent (极好)
29863.pdb,0.96,Excellent (极好)
11346.pdb,0.96,Excellent (极好)
7048.pdb,0.96,Excellent (极好)
28469.pdb,0.96,Excellent (极好)
4464.pdb,0.96,Excellent (极好)
21364.pdb,0.96,Excellent (极好)
11362.pdb,0.96,Excellent (极好)
4324.pdb,0.96,Excellent (极好)
24630.pdb,0.96,Excellent (极好)
6151.pdb,0.96,Excellent (极好)
12849.pdb,0.96,Excellent (极好)
3391.pdb,0.96,Excellent (极好)
9676.pdb,0.96,Excellent (极好)
14573.pdb,0.96,Excellent (极好)
9260.pdb,0.96,Excellent (极好)
22974.pdb,0.96,Excellent (极好)
4905.pdb,0.96,Excellent (极好)
12426.pdb,0.96,Excellent (极好)
28317.pdb,0.96,Excellent (极好)
24989.pdb,0.96,Excellent (极好)
29906.pdb,0.96,Excellent (极好)
19443.pdb,0.96,Excellent (极好)
15595.pdb,0.96,Excellent (极好)
9804.pdb,0.96,Excellent (极好)
11241.pdb,0.96,Excellent (极好)
30366.pdb,0.96,Excellent (极好)
22047.pdb,0.96,Excellent (极好)
21064.pdb,0.96,Excellent (极好)
3266.pdb,0.96,Excellent (极好)
12132.pdb,0.96,Excellent (极好)
7037.pdb,0.96,Excellent (极好)
26763.pdb,0.96,Excellent (极好)
27466.pdb,0.96,Excellent (极好)
21993.pdb,0.96,Excellent (极好)
10937.pdb,0.96,Excellent (极好)
23412.pdb,0.96,Excellent (极好)
12074.pdb,0.96,Excellent (极好)
3526.pdb,0.96,Excellent (极好)
30773.pdb,0.96,Excellent (极好)
8528.pdb,0.96,Excellent (极好)
27436.pdb,0.96,Excellent (极好)
25321.pdb,0.96,Excellent (极好)
21931.pdb,0.96,Excellent (极好)
15943.pdb,0.96,Excellent (极好)
7680.pdb,0.96,Excellent (极好)
978.pdb,0.96,Excellent (极好)
23.pdb,0.96,Excellent (极好)
27377.pdb,0.96,Excellent (极好)
12548.pdb,0.96,Excellent (极好)
15379.pdb,0.96,Excellent (极好)
19357.pdb,0.96,Excellent (极好)
30198.pdb,0.96,Excellent (极好)
3232.pdb,0.96,Excellent (极好)
9412.pdb,0.96,Excellent (极好)
20963.pdb,0.96,Excellent (极好)
31230.pdb,0.96,Excellent (极好)
2761.pdb,0.96,Excellent (极好)
12897.pdb,0.96,Excellent (极好)
12448.pdb,0.96,Excellent (极好)
13219.pdb,0.96,Excellent (极好)
10193.pdb,0.96,Excellent (极好)
669.pdb,0.96,Excellent (极好)
24122.pdb,0.96,Excellent (极好)
6243.pdb,0.96,Excellent (极好)
21818.pdb,0.96,Excellent (极好)
18100.pdb,0.96,Excellent (极好)
22307.pdb,0.96,Excellent (极好)
30868.pdb,0.96,Excellent (极好)
5515.pdb,0.96,Excellent (极好)
3382.pdb,0.96,Excellent (极好)
27418.pdb,0.96,Excellent (极好)
21346.pdb,0.96,Excellent (极好)
19345.pdb,0.96,Excellent (极好)
15656.pdb,0.96,Excellent (极好)
14032.pdb,0.96,Excellent (极好)
22034.pdb,0.96,Excellent (极好)
2498.pdb,0.96,Excellent (极好)
15034.pdb,0.96,Excellent (极好)
27094.pdb,0.96,Excellent (极好)
17344.pdb,0.96,Excellent (极好)
12414.pdb,0.96,Excellent (极好)
3293.pdb,0.96,Excellent (极好)
1702.pdb,0.96,Excellent (极好)
28567.pdb,0.96,Excellent (极好)
12536.pdb,0.96,Excellent (极好)
14243.pdb,0.96,Excellent (极好)
9109.pdb,0.96,Excellent (极好)
7155.pdb,0.96,Excellent (极好)
9293.pdb,0.96,Excellent (极好)
31253.pdb,0.96,Excellent (极好)
21658.pdb,0.96,Excellent (极好)
24789.pdb,0.96,Excellent (极好)
12512.pdb,0.96,Excellent (极好)
12443.pdb,0.96,Excellent (极好)
13127.pdb,0.96,Excellent (极好)
30892.pdb,0.96,Excellent (极好)
31330.pdb,0.96,Excellent (极好)
13166.pdb,0.96,Excellent (极好)
22482.pdb,0.96,Excellent (极好)
28573.pdb,0.96,Excellent (极好)
9825.pdb,0.96,Excellent (极好)
20481.pdb,0.96,Excellent (极好)
13188.pdb,0.96,Excellent (极好)
29168.pdb,0.96,Excellent (极好)
21842.pdb,0.96,Excellent (极好)
1439.pdb,0.96,Excellent (极好)
12783.pdb,0.96,Excellent (极好)
11793.pdb,0.96,Excellent (极好)
5304.pdb,0.96,Excellent (极好)
28967.pdb,0.96,Excellent (极好)
19395.pdb,0.96,Excellent (极好)
2067.pdb,0.96,Excellent (极好)
8932.pdb,0.96,Excellent (极好)
27275.pdb,0.96,Excellent (极好)
19927.pdb,0.96,Excellent (极好)
15123.pdb,0.96,Excellent (极好)
11240.pdb,0.96,Excellent (极好)
8727.pdb,0.96,Excellent (极好)
10370.pdb,0.96,Excellent (极好)
26633.pdb,0.96,Excellent (极好)
21626.pdb,0.96,Excellent (极好)
20495.pdb,0.96,Excellent (极好)
21781.pdb,0.96,Excellent (极好)
10183.pdb,0.96,Excellent (极好)
23008.pdb,0.96,Excellent (极好)
6312.pdb,0.96,Excellent (极好)
21524.pdb,0.96,Excellent (极好)
25098.pdb,0.96,Excellent (极好)
6750.pdb,0.96,Excellent (极好)
1544.pdb,0.96,Excellent (极好)
29218.pdb,0.96,Excellent (极好)
8598.pdb,0.96,Excellent (极好)
2360.pdb,0.96,Excellent (极好)
12806.pdb,0.96,Excellent (极好)
3503.pdb,0.96,Excellent (极好)
586.pdb,0.96,Excellent (极好)
0.pdb,0.96,Excellent (极好)
26172.pdb,0.96,Excellent (极好)
9353.pdb,0.96,Excellent (极好)
23917.pdb,0.96,Excellent (极好)
1780.pdb,0.96,Excellent (极好)
29930.pdb,0.96,Excellent (极好)
7773.pdb,0.96,Excellent (极好)
21284.pdb,0.96,Excellent (极好)
17686.pdb,0.96,Excellent (极好)
27274.pdb,0.96,Excellent (极好)
23081.pdb,0.96,Excellent (极好)
22322.pdb,0.96,Excellent (极好)
15464.pdb,0.96,Excellent (极好)
9384.pdb,0.96,Excellent (极好)
31337.pdb,0.96,Excellent (极好)
15119.pdb,0.96,Excellent (极好)
7455.pdb,0.96,Excellent (极好)
31032.pdb,0.96,Excellent (极好)
12789.pdb,0.96,Excellent (极好)
5025.pdb,0.96,Excellent (极好)
15549.pdb,0.96,Excellent (极好)
7042.pdb,0.96,Excellent (极好)
24268.pdb,0.96,Excellent (极好)
27677.pdb,0.96,Excellent (极好)
26829.pdb,0.96,Excellent (极好)
16001.pdb,0.96,Excellent (极好)
2581.pdb,0.96,Excellent (极好)
22000.pdb,0.96,Excellent (极好)
29551.pdb,0.96,Excellent (极好)
14105.pdb,0.96,Excellent (极好)
11821.pdb,0.96,Excellent (极好)
29408.pdb,0.96,Excellent (极好)
13941.pdb,0.96,Excellent (极好)
10863.pdb,0.96,Excellent (极好)
19337.pdb,0.96,Excellent (极好)
8165.pdb,0.96,Excellent (极好)
8091.pdb,0.96,Excellent (极好)
15357.pdb,0.96,Excellent (极好)
3404.pdb,0.96,Excellent (极好)
19811.pdb,0.96,Excellent (极好)
177.pdb,0.96,Excellent (极好)
23672.pdb,0.96,Excellent (极好)
29202.pdb,0.96,Excellent (极好)
24478.pdb,0.96,Excellent (极好)
9246.pdb,0.96,Excellent (极好)
4189.pdb,0.96,Excellent (极好)
4855.pdb,0.96,Excellent (极好)
332.pdb,0.96,Excellent (极好)
23200.pdb,0.96,Excellent (极好)
12400.pdb,0.96,Excellent (极好)
16442.pdb,0.96,Excellent (极好)
12013.pdb,0.95,Excellent (极好)
6313.pdb,0.95,Excellent (极好)
26623.pdb,0.95,Excellent (极好)
21954.pdb,0.95,Excellent (极好)
29232.pdb,0.95,Excellent (极好)
5854.pdb,0.95,Excellent (极好)
23763.pdb,0.95,Excellent (极好)
21843.pdb,0.95,Excellent (极好)
22620.pdb,0.95,Excellent (极好)
28957.pdb,0.95,Excellent (极好)
24204.pdb,0.95,Excellent (极好)
14443.pdb,0.95,Excellent (极好)
24822.pdb,0.95,Excellent (极好)
12527.pdb,0.95,Excellent (极好)
13119.pdb,0.95,Excellent (极好)
16350.pdb,0.95,Excellent (极好)
26845.pdb,0.95,Excellent (极好)
540.pdb,0.95,Excellent (极好)
8128.pdb,0.95,Excellent (极好)
29747.pdb,0.95,Excellent (极好)
22612.pdb,0.95,Excellent (极好)
13659.pdb,0.95,Excellent (极好)
28487.pdb,0.95,Excellent (极好)
20831.pdb,0.95,Excellent (极好)
27552.pdb,0.95,Excellent (极好)
30595.pdb,0.95,Excellent (极好)
10519.pdb,0.95,Excellent (极好)
8382.pdb,0.95,Excellent (极好)
27788.pdb,0.95,Excellent (极好)
15248.pdb,0.95,Excellent (极好)
26645.pdb,0.95,Excellent (极好)
22557.pdb,0.95,Excellent (极好)
6625.pdb,0.95,Excellent (极好)
23688.pdb,0.95,Excellent (极好)
8323.pdb,0.95,Excellent (极好)
21489.pdb,0.95,Excellent (极好)
9623.pdb,0.95,Excellent (极好)
21870.pdb,0.95,Excellent (极好)
26317.pdb,0.95,Excellent (极好)
8390.pdb,0.95,Excellent (极好)
9266.pdb,0.95,Excellent (极好)
12757.pdb,0.95,Excellent (极好)
